	char_costume	char_popular	character	costume	parameter	rank
5364	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5365	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5366	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5367	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5368	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5369	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5370	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5371	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5372	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5373	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5374	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5375	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5376	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5377	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5378	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5379	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5380	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5381	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5382	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5383	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5384	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5385	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5386	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5387	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5388	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5389	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5390	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5391	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5392	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5393	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5394	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5395	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5396	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5397	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5398	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5399	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5400	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5401	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5402	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5403	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5404	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5405	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5406	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5407	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5408	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5409	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5410	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5411	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5412	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5413	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5414	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5415	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5416	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5417	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5418	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5419	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5420	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5421	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5422	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5423	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5424	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5425	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5426	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5427	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5428	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5429	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5430	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5431	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5432	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5433	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5434	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5435	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5436	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5437	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5438	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5439	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5440	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5441	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5442	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5443	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5444	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5445	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5446	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5447	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5448	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5449	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5450	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5451	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5452	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5453	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5454	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5455	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5456	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5457	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5458	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5459	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5460	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5461	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5462	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5463	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5464	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5465	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5466	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5467	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5468	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5469	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5470	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5471	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5472	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5473	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5474	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5475	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5476	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5477	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5478	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5479	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5480	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5481	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5482	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5483	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5484	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5485	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5486	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5487	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5488	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5489	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5490	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5491	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5492	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5493	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5494	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5495	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5496	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5497	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5498	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5499	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5500	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5501	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5502	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5503	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5504	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5505	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5506	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5507	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5508	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5509	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5510	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5511	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5512	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5513	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5514	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5515	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5516	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5517	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5518	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5519	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5520	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5521	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5522	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5523	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5524	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5525	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5526	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5527	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5528	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5529	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5530	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5531	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5532	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5533	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5534	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5535	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5536	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5537	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5538	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5539	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5540	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5541	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5542	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5543	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5544	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5545	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5546	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5547	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5548	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5549	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5550	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5551	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5552	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5553	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5554	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5555	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5556	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5557	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5558	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5559	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5560	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5561	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5562	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5563	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5564	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5565	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5566	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5567	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5568	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5569	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5570	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5571	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5572	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5573	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5574	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5575	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5576	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5577	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5578	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5579	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5580	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5581	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5582	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5583	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5584	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5585	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5586	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5587	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5588	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5589	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5590	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5591	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5592	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5593	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5594	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5595	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5596	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5597	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5598	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5599	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5600	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5601	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5602	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5603	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5604	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5605	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5606	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5607	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5608	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5609	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5610	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5611	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5612	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5613	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5614	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5615	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5616	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5617	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5618	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5619	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5620	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5621	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5622	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5623	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5624	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5625	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5626	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5627	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5628	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5629	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5630	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5631	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5632	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5633	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5634	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5635	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5636	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5637	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5638	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5639	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5640	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5641	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5642	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5643	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5644	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5645	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5646	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5647	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5648	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5649	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5650	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5651	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5652	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5653	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5654	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5655	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5656	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5657	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5658	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5659	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5660	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5661	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5662	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5663	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5664	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5665	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5666	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5667	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5668	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5669	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5670	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5671	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5672	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5673	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5674	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5675	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5676	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5677	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5678	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5679	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5680	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5681	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5682	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5683	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5684	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5685	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5686	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5687	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5688	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5689	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5690	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5691	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5692	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5693	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5694	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5695	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5696	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5697	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5698	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5699	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5700	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5701	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5702	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5703	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5704	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5705	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5706	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5707	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5708	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5709	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5710	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5711	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5712	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5713	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5714	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5715	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5716	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5717	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5718	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5719	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5720	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5721	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5722	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5723	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5724	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5725	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5726	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5727	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5728	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5729	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5730	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5731	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5732	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5733	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5734	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5735	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5736	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5737	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5738	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5739	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5740	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5741	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
5742	Storm (casual)	Storm	Storm = Ororo Munroe	casual	thought	5
5743	Storm (casual)	Storm	Storm = Ororo Munroe	casual	narrative	5
5744	Storm (casual)	Storm	Storm = Ororo Munroe	casual	depicted	5
5745	Storm (casual)	Storm	Storm = Ororo Munroe	casual	speech	5
