	Country	Date
R54977	SYC	11/27/20
R54978	SYC	11/28/20
R54979	SYC	11/29/20
R54980	SYC	11/30/20
R54981	SYC	12/1/20
R54982	SYC	12/2/20
R54983	SYC	12/3/20
R54984	SYC	12/4/20
R54985	SYC	12/5/20
R54986	SYC	12/6/20
R54987	SYC	12/7/20
R54988	SYC	12/8/20
R54989	SYC	12/9/20
R54990	SYC	12/10/20
R54991	SYC	12/11/20
R54992	SYC	12/12/20
R54993	SYC	12/13/20
R54994	SYC	12/14/20
R54995	SYC	12/15/20
R54996	SYC	12/16/20
R54997	SYC	12/17/20
R54998	SYC	12/18/20
R54999	SYC	12/19/20
R55000	SYC	12/20/20
R55001	SYC	12/21/20
R55002	SYC	12/22/20
R55003	SYC	12/23/20
R55004	SYC	12/24/20
R55005	SYC	12/25/20
R55006	SYC	12/26/20
R55007	SYC	12/27/20
R55008	SYC	12/28/20
R55009	SYC	12/29/20
R55010	SYC	12/30/20
R55011	SYC	12/31/20
R55012	SYC	1/1/21
R55013	SYC	1/2/21
R55014	SYC	1/3/21
R55015	SYC	1/4/21
R55016	SYC	1/5/21
R55017	SYC	1/6/21
R55018	SYC	1/7/21
R55019	SYC	1/8/21
R55020	SYC	1/9/21
R55021	SYC	1/10/21
R55022	SYC	1/11/21
R55023	SYC	1/12/21
R55024	SYC	1/13/21
R55025	SYC	1/14/21
R55026	SYC	1/15/21
R55027	SYC	1/16/21
R55028	SYC	1/17/21
R55029	SYC	1/18/21
R55030	SYC	1/19/21
R55031	SYC	1/20/21
R55032	SYC	1/21/21
R55033	SYC	1/22/21
R55034	SYC	1/23/21
R55035	SYC	1/24/21
R55036	SYC	1/25/21
R55037	SYC	1/26/21
R55038	SYC	1/27/21
R55039	SYC	1/28/21
R55040	SYC	1/29/21
R55041	SYC	1/30/21
R55042	SYC	1/31/21
R55043	SYC	2/1/21
R55044	SYC	2/2/21
R55045	SYC	2/3/21
R55046	SYC	2/4/21
R55047	SYC	2/5/21
R55048	SYC	2/6/21
R55049	SYC	2/7/21
R55050	SYC	2/8/21
R55051	SYC	2/9/21
R55052	SYC	2/10/21
R55053	SYC	2/11/21
R55054	SYC	2/12/21
R55055	SYC	2/13/21
R55056	SYC	2/14/21
R55057	SYC	2/15/21
R55058	SYC	2/16/21
R55059	SYC	2/17/21
R55060	SYC	2/18/21
R55061	SYC	2/19/21
R55062	SYC	2/20/21
R55063	SYC	2/21/21
R55064	SYC	2/22/21
R55065	SYC	2/23/21
R55066	SYC	2/24/21
R55067	SYC	2/25/21
R55068	SYC	2/26/21
R55069	SYC	2/27/21
R55070	SYC	2/28/21
R55071	SYC	3/1/21
R55072	SYC	3/2/21
R55073	SYC	3/3/21
R55074	SYC	3/4/21
R55075	SYC	3/5/21
R55076	SYC	3/6/21
R55077	SLE	3/31/20
R55078	SLE	4/1/20
R55079	SLE	4/2/20
R55080	SLE	4/3/20
R55081	SLE	4/4/20
R55082	SLE	4/5/20
R55083	SLE	4/6/20
R55084	SLE	4/7/20
R55085	SLE	4/8/20
R55086	SLE	4/9/20
R55087	SLE	4/10/20
R55088	SLE	4/11/20
R55089	SLE	4/12/20
R55090	SLE	4/13/20
R55091	SLE	4/14/20
R55092	SLE	4/15/20
R55093	SLE	4/16/20
R55094	SLE	4/17/20
R55095	SLE	4/18/20
R55096	SLE	4/19/20
R55097	SLE	4/20/20
R55098	SLE	4/21/20
R55099	SLE	4/22/20
R55100	SLE	4/23/20
R55101	SLE	4/24/20
R55102	SLE	4/25/20
R55103	SLE	4/26/20
R55104	SLE	4/27/20
R55105	SLE	4/28/20
R55106	SLE	4/29/20
R55107	SLE	4/30/20
R55108	SLE	5/1/20
R55109	SLE	5/2/20
R55110	SLE	5/3/20
R55111	SLE	5/4/20
R55112	SLE	5/5/20
R55113	SLE	5/6/20
R55114	SLE	5/7/20
R55115	SLE	5/8/20
R55116	SLE	5/9/20
R55117	SLE	5/10/20
R55118	SLE	5/11/20
R55119	SLE	5/12/20
R55120	SLE	5/13/20
R55121	SLE	5/14/20
R55122	SLE	5/15/20
R55123	SLE	5/16/20
R55124	SLE	5/17/20
R55125	SLE	5/18/20
R55126	SLE	5/19/20
R55127	SLE	5/20/20
R55128	SLE	5/21/20
R55129	SLE	5/22/20
R55130	SLE	5/23/20
R55131	SLE	5/24/20
R55132	SLE	5/25/20
R55133	SLE	5/26/20
R55134	SLE	5/27/20
R55135	SLE	5/28/20
R55136	SLE	5/29/20
R55137	SLE	5/30/20
R55138	SLE	5/31/20
R55139	SLE	6/1/20
R55140	SLE	6/2/20
R55141	SLE	6/3/20
R55142	SLE	6/4/20
R55143	SLE	6/5/20
R55144	SLE	6/6/20
R55145	SLE	6/7/20
R55146	SLE	6/8/20
R55147	SLE	6/9/20
R55148	SLE	6/10/20
R55149	SLE	6/11/20
R55150	SLE	6/12/20
R55151	SLE	6/13/20
R55152	SLE	6/14/20
R55153	SLE	6/15/20
R55154	SLE	6/16/20
R55155	SLE	6/17/20
R55156	SLE	6/18/20
R55157	SLE	6/19/20
R55158	SLE	6/20/20
R55159	SLE	6/21/20
R55160	SLE	6/22/20
R55161	SLE	6/23/20
R55162	SLE	6/24/20
R55163	SLE	6/25/20
R55164	SLE	6/26/20
R55165	SLE	6/27/20
R55166	SLE	6/28/20
R55167	SLE	6/29/20
R55168	SLE	6/30/20
R55169	SLE	7/1/20
R55170	SLE	7/2/20
R55171	SLE	7/3/20
R55172	SLE	7/4/20
R55173	SLE	7/5/20
R55174	SLE	7/6/20
R55175	SLE	7/7/20
R55176	SLE	7/8/20
R55177	SLE	7/9/20
R55178	SLE	7/10/20
R55179	SLE	7/11/20
R55180	SLE	7/12/20
R55181	SLE	7/13/20
R55182	SLE	7/14/20
R55183	SLE	7/15/20
R55184	SLE	7/16/20
R55185	SLE	7/17/20
R55186	SLE	7/18/20
R55187	SLE	7/19/20
R55188	SLE	7/20/20
R55189	SLE	7/21/20
R55190	SLE	7/22/20
R55191	SLE	7/23/20
R55192	SLE	7/24/20
R55193	SLE	7/25/20
R55194	SLE	7/26/20
R55195	SLE	7/27/20
R55196	SLE	7/28/20
R55197	SLE	7/29/20
R55198	SLE	7/30/20
R55199	SLE	7/31/20
R55200	SLE	8/1/20
R55201	SLE	8/2/20
R55202	SLE	8/3/20
R55203	SLE	8/4/20
R55204	SLE	8/5/20
R55205	SLE	8/6/20
R55206	SLE	8/7/20
R55207	SLE	8/8/20
R55208	SLE	8/9/20
R55209	SLE	8/10/20
R55210	SLE	8/11/20
R55211	SLE	8/12/20
R55212	SLE	8/13/20
R55213	SLE	8/14/20
R55214	SLE	8/15/20
R55215	SLE	8/16/20
R55216	SLE	8/17/20
R55217	SLE	8/18/20
R55218	SLE	8/19/20
R55219	SLE	8/20/20
R55220	SLE	8/21/20
R55221	SLE	8/22/20
R55222	SLE	8/23/20
R55223	SLE	8/24/20
R55224	SLE	8/25/20
R55225	SLE	8/26/20
R55226	SLE	8/27/20
R55227	SLE	8/28/20
R55228	SLE	8/29/20
R55229	SLE	8/30/20
R55230	SLE	8/31/20
R55231	SLE	9/1/20
R55232	SLE	9/2/20
R55233	SLE	9/3/20
R55234	SLE	9/4/20
R55235	SLE	9/5/20
R55236	SLE	9/6/20
R55237	SLE	9/7/20
R55238	SLE	9/8/20
R55239	SLE	9/9/20
R55240	SLE	9/10/20
R55241	SLE	9/11/20
R55242	SLE	9/12/20
R55243	SLE	9/13/20
R55244	SLE	9/14/20
R55245	SLE	9/15/20
R55246	SLE	9/16/20
R55247	SLE	9/17/20
R55248	SLE	9/18/20
R55249	SLE	9/19/20
R55250	SLE	9/20/20
R55251	SLE	9/21/20
R55252	SLE	9/22/20
R55253	SLE	9/23/20
R55254	SLE	9/24/20
R55255	SLE	9/25/20
R55256	SLE	9/26/20
R55257	SLE	9/27/20
R55258	SLE	9/28/20
R55259	SLE	9/29/20
R55260	SLE	9/30/20
R55261	SLE	10/1/20
R55262	SLE	10/2/20
R55263	SLE	10/3/20
R55264	SLE	10/4/20
R55265	SLE	10/5/20
R55266	SLE	10/6/20
R55267	SLE	10/7/20
R55268	SLE	10/8/20
R55269	SLE	10/9/20
R55270	SLE	10/10/20
R55271	SLE	10/11/20
R55272	SLE	10/12/20
R55273	SLE	10/13/20
R55274	SLE	10/14/20
R55275	SLE	10/15/20
R55276	SLE	10/16/20
R55277	SLE	10/17/20
R55278	SLE	10/18/20
R55279	SLE	10/19/20
R55280	SLE	10/20/20
R55281	SLE	10/21/20
R55282	SLE	10/22/20
R55283	SLE	10/23/20
R55284	SLE	10/24/20
R55285	SLE	10/25/20
R55286	SLE	10/26/20
R55287	SLE	10/27/20
R55288	SLE	10/28/20
R55289	SLE	10/29/20
R55290	SLE	10/30/20
R55291	SLE	10/31/20
R55292	SLE	11/1/20
R55293	SLE	11/2/20
R55294	SLE	11/3/20
R55295	SLE	11/4/20
R55296	SLE	11/5/20
R55297	SLE	11/6/20
R55298	SLE	11/7/20
R55299	SLE	11/8/20
R55300	SLE	11/9/20
R55301	SLE	11/10/20
R55302	SLE	11/11/20
R55303	SLE	11/12/20
R55304	SLE	11/13/20
R55305	SLE	11/14/20
R55306	SLE	11/15/20
R55307	SLE	11/16/20
R55308	SLE	11/17/20
R55309	SLE	11/18/20
R55310	SLE	11/19/20
R55311	SLE	11/20/20
R55312	SLE	11/21/20
R55313	SLE	11/22/20
R55314	SLE	11/23/20
R55315	SLE	11/24/20
R55316	SLE	11/25/20
R55317	SLE	11/26/20
R55318	SLE	11/27/20
R55319	SLE	11/28/20
R55320	SLE	11/29/20
R55321	SLE	11/30/20
R55322	SLE	12/1/20
R55323	SLE	12/2/20
R55324	SLE	12/3/20
R55325	SLE	12/4/20
R55326	SLE	12/5/20
R55327	SLE	12/6/20
R55328	SLE	12/7/20
R55329	SLE	12/8/20
R55330	SLE	12/9/20
R55331	SLE	12/10/20
R55332	SLE	12/11/20
R55333	SLE	12/12/20
R55334	SLE	12/13/20
R55335	SLE	12/14/20
R55336	SLE	12/15/20
R55337	SLE	12/16/20
R55338	SLE	12/17/20
R55339	SLE	12/18/20
R55340	SLE	12/19/20
R55341	SLE	12/20/20
R55342	SLE	12/21/20
R55343	SLE	12/22/20
R55344	SLE	12/23/20
R55345	SLE	12/24/20
R55346	SLE	12/25/20
R55347	SLE	12/26/20
R55348	SLE	12/27/20
R55349	SLE	12/28/20
R55350	SLE	12/29/20
R55351	SLE	12/30/20
R55352	SLE	12/31/20
R55353	SLE	1/1/21
R55354	SLE	1/2/21
R55355	SLE	1/3/21
R55356	SLE	1/4/21
R55357	SLE	1/5/21
R55358	SLE	1/6/21
R55359	SLE	1/7/21
R55360	SLE	1/8/21
R55361	SLE	1/9/21
R55362	SLE	1/10/21
R55363	SLE	1/11/21
R55364	SLE	1/12/21
R55365	SLE	1/13/21
R55366	SLE	1/14/21
R55367	SLE	1/15/21
R55368	SLE	1/16/21
R55369	SLE	1/17/21
R55370	SLE	1/18/21
R55371	SLE	1/19/21
R55372	SLE	1/20/21
R55373	SLE	1/21/21
R55374	SLE	1/22/21
R55375	SLE	1/23/21
R55376	SLE	1/24/21
R55377	SLE	1/25/21
R55378	SLE	1/26/21
R55379	SLE	1/27/21
R55380	SLE	1/28/21
R55381	SLE	1/29/21
R55382	SLE	1/30/21
R55383	SLE	1/31/21
R55384	SLE	2/1/21
R55385	SLE	2/2/21
R55386	SLE	2/3/21
R55387	SLE	2/4/21
R55388	SLE	2/5/21
R55389	SLE	2/6/21
R55390	SLE	2/7/21
R55391	SLE	2/8/21
R55392	SLE	2/9/21
R55393	SLE	2/10/21
R55394	SLE	2/11/21
R55395	SLE	2/12/21
R55396	SLE	2/13/21
R55397	SLE	2/14/21
R55398	SLE	2/15/21
R55399	SLE	2/16/21
R55400	SLE	2/17/21
R55401	SLE	2/18/21
R55402	SLE	2/19/21
R55403	SLE	2/20/21
R55404	SLE	2/21/21
R55405	SLE	2/22/21
R55406	SLE	2/23/21
R55407	SLE	2/24/21
R55408	SLE	2/25/21
R55409	SLE	2/26/21
R55410	SLE	2/27/21
R55411	SLE	2/28/21
R55412	SLE	3/1/21
R55413	SLE	3/2/21
R55414	SLE	3/3/21
R55415	SLE	3/4/21
R55416	SLE	3/5/21
R55417	SLE	3/6/21
R55418	SGP	1/23/20
R55419	SGP	1/24/20
R55420	SGP	1/25/20
R55421	SGP	1/26/20
R55422	SGP	1/27/20
R55423	SGP	1/28/20
R55424	SGP	1/29/20
R55425	SGP	1/30/20
R55426	SGP	1/31/20
R55427	SGP	2/1/20
R55428	SGP	2/2/20
R55429	SGP	2/3/20
R55430	SGP	2/4/20
R55431	SGP	2/5/20
R55432	SGP	2/6/20
R55433	SGP	2/7/20
R55434	SGP	2/8/20
R55435	SGP	2/9/20
R55436	SGP	2/10/20
R55437	SGP	2/11/20
R55438	SGP	2/12/20
R55439	SGP	2/13/20
R55440	SGP	2/14/20
R55441	SGP	2/15/20
R55442	SGP	2/16/20
R55443	SGP	2/17/20
R55444	SGP	2/18/20
R55445	SGP	2/19/20
R55446	SGP	2/20/20
R55447	SGP	2/21/20
R55448	SGP	2/22/20
R55449	SGP	2/23/20
R55450	SGP	2/24/20
R55451	SGP	2/25/20
R55452	SGP	2/26/20
R55453	SGP	2/27/20
R55454	SGP	2/28/20
R55455	SGP	2/29/20
R55456	SGP	3/1/20
R55457	SGP	3/2/20
R55458	SGP	3/3/20
R55459	SGP	3/4/20
R55460	SGP	3/5/20
R55461	SGP	3/6/20
R55462	SGP	3/7/20
R55463	SGP	3/8/20
R55464	SGP	3/9/20
R55465	SGP	3/10/20
R55466	SGP	3/11/20
R55467	SGP	3/12/20
R55468	SGP	3/13/20
R55469	SGP	3/14/20
R55470	SGP	3/15/20
R55471	SGP	3/16/20
R55472	SGP	3/17/20
R55473	SGP	3/18/20
R55474	SGP	3/19/20
R55475	SGP	3/20/20
R55476	SGP	3/21/20
R55477	SGP	3/22/20
R55478	SGP	3/23/20
R55479	SGP	3/24/20
R55480	SGP	3/25/20
R55481	SGP	3/26/20
R55482	SGP	3/27/20
R55483	SGP	3/28/20
R55484	SGP	3/29/20
R55485	SGP	3/30/20
R55486	SGP	3/31/20
R55487	SGP	4/1/20
R55488	SGP	4/2/20
R55489	SGP	4/3/20
R55490	SGP	4/4/20
R55491	SGP	4/5/20
R55492	SGP	4/6/20
R55493	SGP	4/7/20
R55494	SGP	4/8/20
R55495	SGP	4/9/20
R55496	SGP	4/10/20
R55497	SGP	4/11/20
R55498	SGP	4/12/20
R55499	SGP	4/13/20
R55500	SGP	4/14/20
R55501	SGP	4/15/20
R55502	SGP	4/16/20
R55503	SGP	4/17/20
R55504	SGP	4/18/20
R55505	SGP	4/19/20
R55506	SGP	4/20/20
R55507	SGP	4/21/20
R55508	SGP	4/22/20
R55509	SGP	4/23/20
R55510	SGP	4/24/20
R55511	SGP	4/25/20
R55512	SGP	4/26/20
R55513	SGP	4/27/20
R55514	SGP	4/28/20
R55515	SGP	4/29/20
R55516	SGP	4/30/20
R55517	SGP	5/1/20
R55518	SGP	5/2/20
R55519	SGP	5/3/20
R55520	SGP	5/4/20
R55521	SGP	5/5/20
R55522	SGP	5/6/20
R55523	SGP	5/7/20
R55524	SGP	5/8/20
R55525	SGP	5/9/20
R55526	SGP	5/10/20
R55527	SGP	5/11/20
R55528	SGP	5/12/20
R55529	SGP	5/13/20
R55530	SGP	5/14/20
R55531	SGP	5/15/20
R55532	SGP	5/16/20
R55533	SGP	5/17/20
R55534	SGP	5/18/20
R55535	SGP	5/19/20
R55536	SGP	5/20/20
R55537	SGP	5/21/20
R55538	SGP	5/22/20
R55539	SGP	5/23/20
R55540	SGP	5/24/20
R55541	SGP	5/25/20
R55542	SGP	5/26/20
R55543	SGP	5/27/20
R55544	SGP	5/28/20
R55545	SGP	5/29/20
R55546	SGP	5/30/20
R55547	SGP	5/31/20
R55548	SGP	6/1/20
R55549	SGP	6/2/20
R55550	SGP	6/3/20
R55551	SGP	6/4/20
R55552	SGP	6/5/20
R55553	SGP	6/6/20
R55554	SGP	6/7/20
R55555	SGP	6/8/20
R55556	SGP	6/9/20
R55557	SGP	6/10/20
R55558	SGP	6/11/20
R55559	SGP	6/12/20
R55560	SGP	6/13/20
R55561	SGP	6/14/20
R55562	SGP	6/15/20
R55563	SGP	6/16/20
R55564	SGP	6/17/20
R55565	SGP	6/18/20
R55566	SGP	6/19/20
R55567	SGP	6/20/20
R55568	SGP	6/21/20
R55569	SGP	6/22/20
R55570	SGP	6/23/20
R55571	SGP	6/24/20
R55572	SGP	6/25/20
R55573	SGP	6/26/20
R55574	SGP	6/27/20
R55575	SGP	6/28/20
R55576	SGP	6/29/20
R55577	SGP	6/30/20
R55578	SGP	7/1/20
R55579	SGP	7/2/20
R55580	SGP	7/3/20
R55581	SGP	7/4/20
R55582	SGP	7/5/20
R55583	SGP	7/6/20
R55584	SGP	7/7/20
R55585	SGP	7/8/20
R55586	SGP	7/9/20
R55587	SGP	7/10/20
R55588	SGP	7/11/20
R55589	SGP	7/12/20
R55590	SGP	7/13/20
R55591	SGP	7/14/20
R55592	SGP	7/15/20
R55593	SGP	7/16/20
R55594	SGP	7/17/20
R55595	SGP	7/18/20
R55596	SGP	7/19/20
R55597	SGP	7/20/20
R55598	SGP	7/21/20
R55599	SGP	7/22/20
R55600	SGP	7/23/20
R55601	SGP	7/24/20
R55602	SGP	7/25/20
R55603	SGP	7/26/20
R55604	SGP	7/27/20
R55605	SGP	7/28/20
R55606	SGP	7/29/20
R55607	SGP	7/30/20
R55608	SGP	7/31/20
R55609	SGP	8/1/20
R55610	SGP	8/2/20
R55611	SGP	8/3/20
R55612	SGP	8/4/20
R55613	SGP	8/5/20
R55614	SGP	8/6/20
R55615	SGP	8/7/20
R55616	SGP	8/8/20
R55617	SGP	8/9/20
R55618	SGP	8/10/20
R55619	SGP	8/11/20
R55620	SGP	8/12/20
R55621	SGP	8/13/20
R55622	SGP	8/14/20
R55623	SGP	8/15/20
R55624	SGP	8/16/20
R55625	SGP	8/17/20
R55626	SGP	8/18/20
R55627	SGP	8/19/20
R55628	SGP	8/20/20
R55629	SGP	8/21/20
R55630	SGP	8/22/20
R55631	SGP	8/23/20
R55632	SGP	8/24/20
R55633	SGP	8/25/20
R55634	SGP	8/26/20
R55635	SGP	8/27/20
R55636	SGP	8/28/20
R55637	SGP	8/29/20
R55638	SGP	8/30/20
R55639	SGP	8/31/20
R55640	SGP	9/1/20
R55641	SGP	9/2/20
R55642	SGP	9/3/20
R55643	SGP	9/4/20
R55644	SGP	9/5/20
R55645	SGP	9/6/20
R55646	SGP	9/7/20
R55647	SGP	9/8/20
R55648	SGP	9/9/20
R55649	SGP	9/10/20
R55650	SGP	9/11/20
R55651	SGP	9/12/20
R55652	SGP	9/13/20
R55653	SGP	9/14/20
R55654	SGP	9/15/20
R55655	SGP	9/16/20
R55656	SGP	9/17/20
R55657	SGP	9/18/20
R55658	SGP	9/19/20
R55659	SGP	9/20/20
R55660	SGP	9/21/20
R55661	SGP	9/22/20
R55662	SGP	9/23/20
R55663	SGP	9/24/20
R55664	SGP	9/25/20
R55665	SGP	9/26/20
R55666	SGP	9/27/20
R55667	SGP	9/28/20
R55668	SGP	9/29/20
R55669	SGP	9/30/20
R55670	SGP	10/1/20
R55671	SGP	10/2/20
R55672	SGP	10/3/20
R55673	SGP	10/4/20
R55674	SGP	10/5/20
R55675	SGP	10/6/20
R55676	SGP	10/7/20
R55677	SGP	10/8/20
R55678	SGP	10/9/20
R55679	SGP	10/10/20
R55680	SGP	10/11/20
R55681	SGP	10/12/20
R55682	SGP	10/13/20
R55683	SGP	10/14/20
R55684	SGP	10/15/20
R55685	SGP	10/16/20
R55686	SGP	10/17/20
R55687	SGP	10/18/20
R55688	SGP	10/19/20
R55689	SGP	10/20/20
R55690	SGP	10/21/20
R55691	SGP	10/22/20
R55692	SGP	10/23/20
R55693	SGP	10/24/20
R55694	SGP	10/25/20
R55695	SGP	10/26/20
R55696	SGP	10/27/20
R55697	SGP	10/28/20
R55698	SGP	10/29/20
R55699	SGP	10/30/20
R55700	SGP	10/31/20
R55701	SGP	11/1/20
R55702	SGP	11/2/20
R55703	SGP	11/3/20
R55704	SGP	11/4/20
R55705	SGP	11/5/20
R55706	SGP	11/6/20
R55707	SGP	11/7/20
R55708	SGP	11/8/20
R55709	SGP	11/9/20
R55710	SGP	11/10/20
R55711	SGP	11/11/20
R55712	SGP	11/12/20
R55713	SGP	11/13/20
R55714	SGP	11/14/20
R55715	SGP	11/15/20
R55716	SGP	11/16/20
R55717	SGP	11/17/20
R55718	SGP	11/18/20
R55719	SGP	11/19/20
R55720	SGP	11/20/20
R55721	SGP	11/21/20
R55722	SGP	11/22/20
R55723	SGP	11/23/20
R55724	SGP	11/24/20
R55725	SGP	11/25/20
R55726	SGP	11/26/20
R55727	SGP	11/27/20
R55728	SGP	11/28/20
R55729	SGP	11/29/20
R55730	SGP	11/30/20
R55731	SGP	12/1/20
R55732	SGP	12/2/20
R55733	SGP	12/3/20
R55734	SGP	12/4/20
R55735	SGP	12/5/20
R55736	SGP	12/6/20
R55737	SGP	12/7/20
R55738	SGP	12/8/20
R55739	SGP	12/9/20
R55740	SGP	12/10/20
R55741	SGP	12/11/20
R55742	SGP	12/12/20
R55743	SGP	12/13/20
R55744	SGP	12/14/20
R55745	SGP	12/15/20
R55746	SGP	12/16/20
R55747	SGP	12/17/20
R55748	SGP	12/18/20
R55749	SGP	12/19/20
R55750	SGP	12/20/20
R55751	SGP	12/21/20
R55752	SGP	12/22/20
R55753	SGP	12/23/20
R55754	SGP	12/24/20
R55755	SGP	12/25/20
R55756	SGP	12/26/20
R55757	SGP	12/27/20
R55758	SGP	12/28/20
R55759	SGP	12/29/20
R55760	SGP	12/30/20
R55761	SGP	12/31/20
R55762	SGP	1/1/21
R55763	SGP	1/2/21
R55764	SGP	1/3/21
R55765	SGP	1/4/21
R55766	SGP	1/5/21
R55767	SGP	1/6/21
R55768	SGP	1/7/21
R55769	SGP	1/8/21
R55770	SGP	1/9/21
R55771	SGP	1/10/21
R55772	SGP	1/11/21
R55773	SGP	1/12/21
R55774	SGP	1/13/21
R55775	SGP	1/14/21
R55776	SGP	1/15/21
R55777	SGP	1/16/21
R55778	SGP	1/17/21
R55779	SGP	1/18/21
R55780	SGP	1/19/21
R55781	SGP	1/20/21
R55782	SGP	1/21/21
R55783	SGP	1/22/21
R55784	SGP	1/23/21
R55785	SGP	1/24/21
R55786	SGP	1/25/21
R55787	SGP	1/26/21
R55788	SGP	1/27/21
R55789	SGP	1/28/21
R55790	SGP	1/29/21
R55791	SGP	1/30/21
R55792	SGP	1/31/21
R55793	SGP	2/1/21
R55794	SGP	2/2/21
R55795	SGP	2/3/21
R55796	SGP	2/4/21
R55797	SGP	2/5/21
R55798	SGP	2/6/21
R55799	SGP	2/7/21
R55800	SGP	2/8/21
R55801	SGP	2/9/21
R55802	SGP	2/10/21
R55803	SGP	2/11/21
R55804	SGP	2/12/21
R55805	SGP	2/13/21
R55806	SGP	2/14/21
R55807	SGP	2/15/21
R55808	SGP	2/16/21
R55809	SGP	2/17/21
R55810	SGP	2/18/21
R55811	SGP	2/19/21
R55812	SGP	2/20/21
R55813	SGP	2/21/21
R55814	SGP	2/22/21
R55815	SGP	2/23/21
R55816	SGP	2/24/21
R55817	SGP	2/25/21
R55818	SGP	2/26/21
R55819	SGP	2/27/21
R55820	SGP	2/28/21
R55821	SGP	3/1/21
R55822	SGP	3/2/21
R55823	SGP	3/3/21
R55824	SGP	3/4/21
R55825	SGP	3/5/21
R55826	SGP	3/6/21
R55827	SVK	3/6/20
R55828	SVK	3/7/20
R55829	SVK	3/8/20
R55830	SVK	3/9/20
R55831	SVK	3/10/20
R55832	SVK	3/11/20
R55833	SVK	3/12/20
R55834	SVK	3/13/20
R55835	SVK	3/14/20
R55836	SVK	3/15/20
R55837	SVK	3/16/20
R55838	SVK	3/17/20
R55839	SVK	3/18/20
R55840	SVK	3/19/20
R55841	SVK	3/20/20
R55842	SVK	3/21/20
R55843	SVK	3/22/20
R55844	SVK	3/23/20
R55845	SVK	3/24/20
R55846	SVK	3/25/20
R55847	SVK	3/26/20
R55848	SVK	3/27/20
R55849	SVK	3/28/20
R55850	SVK	3/29/20
R55851	SVK	3/30/20
R55852	SVK	3/31/20
R55853	SVK	4/1/20
R55854	SVK	4/2/20
R55855	SVK	4/3/20
R55856	SVK	4/4/20
R55857	SVK	4/5/20
R55858	SVK	4/6/20
R55859	SVK	4/7/20
R55860	SVK	4/8/20
R55861	SVK	4/9/20
R55862	SVK	4/10/20
R55863	SVK	4/11/20
R55864	SVK	4/12/20
R55865	SVK	4/13/20
R55866	SVK	4/14/20
R55867	SVK	4/15/20
R55868	SVK	4/16/20
R55869	SVK	4/17/20
R55870	SVK	4/18/20
R55871	SVK	4/19/20
R55872	SVK	4/20/20
R55873	SVK	4/21/20
R55874	SVK	4/22/20
R55875	SVK	4/23/20
R55876	SVK	4/24/20
R55877	SVK	4/25/20
R55878	SVK	4/26/20
R55879	SVK	4/27/20
R55880	SVK	4/28/20
R55881	SVK	4/29/20
R55882	SVK	4/30/20
R55883	SVK	5/1/20
R55884	SVK	5/2/20
R55885	SVK	5/3/20
R55886	SVK	5/4/20
R55887	SVK	5/5/20
R55888	SVK	5/6/20
R55889	SVK	5/7/20
R55890	SVK	5/8/20
R55891	SVK	5/9/20
R55892	SVK	5/10/20
R55893	SVK	5/11/20
R55894	SVK	5/12/20
R55895	SVK	5/13/20
R55896	SVK	5/14/20
R55897	SVK	5/15/20
R55898	SVK	5/16/20
R55899	SVK	5/17/20
R55900	SVK	5/18/20
R55901	SVK	5/19/20
R55902	SVK	5/20/20
R55903	SVK	5/21/20
R55904	SVK	5/22/20
R55905	SVK	5/23/20
R55906	SVK	5/24/20
R55907	SVK	5/25/20
R55908	SVK	5/26/20
R55909	SVK	5/27/20
R55910	SVK	5/28/20
R55911	SVK	5/29/20
R55912	SVK	5/30/20
R55913	SVK	5/31/20
R55914	SVK	6/1/20
R55915	SVK	6/2/20
R55916	SVK	6/3/20
R55917	SVK	6/4/20
R55918	SVK	6/5/20
R55919	SVK	6/6/20
R55920	SVK	6/7/20
R55921	SVK	6/8/20
R55922	SVK	6/9/20
R55923	SVK	6/10/20
R55924	SVK	6/11/20
R55925	SVK	6/12/20
R55926	SVK	6/13/20
R55927	SVK	6/14/20
R55928	SVK	6/15/20
R55929	SVK	6/16/20
R55930	SVK	6/17/20
R55931	SVK	6/18/20
R55932	SVK	6/19/20
R55933	SVK	6/20/20
R55934	SVK	6/21/20
R55935	SVK	6/22/20
R55936	SVK	6/23/20
R55937	SVK	6/24/20
R55938	SVK	6/25/20
R55939	SVK	6/26/20
R55940	SVK	6/27/20
R55941	SVK	6/28/20
R55942	SVK	6/29/20
R55943	SVK	6/30/20
R55944	SVK	7/1/20
R55945	SVK	7/2/20
R55946	SVK	7/3/20
R55947	SVK	7/4/20
R55948	SVK	7/5/20
R55949	SVK	7/6/20
R55950	SVK	7/7/20
R55951	SVK	7/8/20
R55952	SVK	7/9/20
R55953	SVK	7/10/20
R55954	SVK	7/11/20
R55955	SVK	7/12/20
R55956	SVK	7/13/20
R55957	SVK	7/14/20
R55958	SVK	7/15/20
R55959	SVK	7/16/20
R55960	SVK	7/17/20
R55961	SVK	7/18/20
R55962	SVK	7/19/20
R55963	SVK	7/20/20
R55964	SVK	7/21/20
R55965	SVK	7/22/20
R55966	SVK	7/23/20
R55967	SVK	7/24/20
R55968	SVK	7/25/20
R55969	SVK	7/26/20
R55970	SVK	7/27/20
R55971	SVK	7/28/20
R55972	SVK	7/29/20
R55973	SVK	7/30/20
R55974	SVK	7/31/20
R55975	SVK	8/1/20
