	Cases	Deaths
R59508	515	13
R59509	535	13
R59510	547	13
R59511	561	13
R59512	565	14
R59513	594	14
R59514	614	14
R59515	634	15
R59516	665	17
R59517	694	17
R59518	726	18
R59519	741	18
R59520	741	18
R59521	780	18
R59522	801	18
R59523	837	18
R59524	904	18
R59525	943	19
R59526	1001	20
R59527	1029	21
R59528	1079	21
R59529	1131	21
R59530	1176	21
R59531	1234	23
R59532	1305	23
R59533	1381	23
R59534	1439	23
R59535	1483	24
R59536	1510	24
R59537	1607	26
R59538	1607	26
R59539	1650	26
R59540	1760	26
R59541	1849	27
R59542	1893	27
R59543	1981	27
R59544	2050	27
R59545	2096	29
R59546	2203	29
R59547	2306	29
R59548	2391	29
R59549	2489	30
R59550	2559	39
R59551	2653	39
R59552	2761	40
R59553	2838	41
R59554	2961	42
R59555	3016	47
R59556	3077	48
R59557	3216	54
R59558	3295	54
R59559	3366	55
R59560	3460	56
R59561	3569	57
R59562	3607	58
R59563	3632	60
R59564	3698	61
R59565	3724	62
R59566	3793	66
R59567	3848	66
R59568	3954	67
R59569	4009	67
R59570	4034	71
R59571	4089	72
R59572	4149	72
R59573	4215	73
R59574	4252	75
R59575	4320	76
R59576	4346	85
R59577	4360	91
R59578	4419	91
R59579	4447	92
R59580	4477	93
R59581	4529	93
R59582	4579	93
R59583	4582	93
R59584	4611	95
R59585	4625	95
R59586	4645	95
R59587	4671	95
R59588	4691	96
R59589	4709	97
R59590	4723	97
R59591	4740	97
R59592	4759	100
R59593	4779	101
R59594	4789	102
R59595	4817	102
R59596	4831	102
R59597	4835	102
R59598	4836	102
R59599	4863	104
R59600	4877	104
R59601	4891	105
R59602	4899	105
R59603	4924	106
R59604	4941	106
R59605	4954	106
R59606	4965	106
R59607	4979	106
R59608	5004	106
R59609	5018	106
R59610	5035	107
R59611	5051	107
R59612	5058	107
R59613	5072	107
R59614	5083	108
R59615	5094	109
R59616	5113	109
R59617	5123	109
R59618	5130	109
R59619	5133	109
R59620	5144	109
R59621	5150	109
R59622	5154	109
R59623	5155	109
R59624	5166	109
R59625	5170	109
R59626	5180	110
R59627	5187	111
R59628	5192	111
R59629	5197	111
R59630	5201	111
R59631	5203	111
R59632	5210	111
R59633	5212	111
R59634	5218	111
R59635	5220	112
R59636	5225	112
R59637	5227	112
R59638	5234	113
R59639	5239	113
R59640	5241	113
R59641	5245	113
R59642	5254	113
R59643	5261	114
R59644	5268	114
R59645	5274	114
R59646	5274	114
R59647	5275	115
R59648	5278	116
R59649	5282	116
R59650	5284	116
R59651	5289	116
R59652	5295	116
R59653	5296	116
R59654	5297	116
R59655	5300	117
R59656	5305	117
R59657	5307	117
R59658	5311	117
R59659	5312	117
R59660	5312	117
R59661	5312	117
R59662	5319	117
R59663	5320	117
R59664	5322	117
R59665	5322	117
R59666	5324	117
R59667	5324	117
R59668	5325	117
R59669	5326	117
R59670	5333	117
R59671	5337	117
R59672	5339	117
R59673	5340	117
R59674	5353	117
R59675	5359	117
R59676	5381	117
R59677	5401	117
R59678	5428	117
R59679	5459	117
R59680	5511	118
R59681	5552	118
R59682	5583	118
R59683	5669	118
R59684	5734	118
R59685	5810	118
R59686	5880	119
R59687	5938	119
R59688	5978	119
R59689	6013	120
R59690	6098	120
R59691	6181	121
R59692	6210	122
R59693	6277	123
R59694	6343	123
R59695	6393	123
R59696	6493	124
R59697	6586	125
R59698	6666	126
R59699	6750	130
R59700	6854	131
R59701	6948	132
R59702	7008	133
R59703	7064	138
R59704	7178	138
R59705	7247	139
R59706	7300	139
R59707	7409	139
R59708	7469	141
R59709	7527	141
R59710	7624	145
R59711	7709	146
R59712	7783	146
R59713	7880	146
R59714	7945	148
R59715	8000	148
R59716	8057	149
R59717	8112	149
R59718	8174	150
R59719	8243	152
R59720	8293	154
R59721	8364	154
R59722	8403	154
R59723	8438	154
R59724	8449	156
R59725	8497	156
R59726	8556	156
R59727	8595	158
R59728	8619	158
R59729	8650	160
R59730	8671	161
R59731	8690	162
R59732	8710	163
R59733	8739	164
R59734	8765	166
R59735	8778	166
R59736	8794	166
R59737	8803	166
R59738	8811	167
R59739	8820	167
R59740	8832	168
R59741	8838	168
R59742	8854	168
R59743	8856	168
R59744	8868	168
R59745	8869	169
R59746	8880	170
R59747	8892	170
R59748	8901	170
R59749	8913	170
R59750	8919	170
R59751	8929	172
R59752	8933	173
R59753	8939	173
R59754	8953	173
R59755	8959	175
R59756	8966	175
R59757	8971	175
R59758	1	
R59759	1	
R59760	1	
R59761	1	
R59762	1	
R59763	1	
R59764	1	
R59765	1	
R59766	1	
R59767	1	
R59768	1	
R59769	1	
R59770	1	
R59771	1	
R59772	1	
R59773	1	
R59774	1	
R59775	1	
R59776	1	
R59777	1	
R59778	1	
R59779	1	
R59780	1	
R59781	1	
R59782	1	
R59783	2	
R59784	3	
R59785	11	
R59786	14	
R59787	14	
R59788	19	
R59789	32	
R59790	62	
R59791	87	
R59792	146	
R59793	179	
R59794	225	
R59795	326	
R59796	424	1
R59797	620	1
R59798	771	2
R59799	923	3
R59800	994	5
R59801	1063	7
R59802	1146	8
R59803	1265	14
R59804	1410	21
R59805	1553	30
R59806	1733	38
R59807	1868	49
R59808	1986	60
R59809	2168	81
R59810	2398	103
R59811	2712	134
R59812	2998	166
R59813	3363	201
R59814	3663	239
R59815	3943	284
R59816	4359	332
R59817	4834	385
R59818	5320	455
R59819	5874	535
R59820	6475	605
R59821	6832	373
R59822	7172	401
R59823	7561	477
R59824	8299	591
R59825	8954	687
R59826	9599	793
R59827	10053	870
R59828	10448	887
R59829	10912	899
R59830	11349	919
R59831	11828	1033
R59832	12432	1203
R59833	13055	1333
R59834	13743	1400
R59835	14275	1511
R59836	14663	1540
R59837	15124	1580
R59838	15831	1765
R59839	16553	1937
R59840	17311	2021
R59841	18090	2152
R59842	18563	2192
R59843	18863	2194
R59844	19426	2274
R59845	20168	2355
R59846	20966	2462
R59847	21601	2586
R59848	22133	2653
R59849	22432	2669
R59850	22693	2679
R59851	23169	2769
R59852	23826	2854
R59853	24572	2941
R59854	25359	3040
R59855	26059	3175
R59856	26568	3220
R59857	26846	3225
R59858	27301	3256
R59859	28055	3313
R59860	28755	3460
R59861	29415	3529
R59862	30103	3646
R59863	30461	3674
R59864	30720	3679
R59865	31151	3698
R59866	31818	3743
R59867	32626	3831
R59868	33236	3871
R59869	33768	3925
R59870	34171	3992
R59871	34381	3998
R59872	34871	4029
R59873	35617	4125
R59874	36417	4220
R59875	37191	4266
R59876	37964	4350
R59877	38396	4395
R59878	38661	4395
R59879	39309	4403
R59880	40210	4468
R59881	41256	4542
R59882	42295	4562
R59883	43441	4639
R59884	44224	4656
R59885	44686	4659
R59886	45363	4694
R59887	46299	4717
R59888	47736	4795
R59889	49030	4814
R59890	50367	4854
R59891	51409	4874
R59892	51827	4874
R59893	52511	4891
R59894	53729	4939
R59895	55186	5041
R59896	56682	5053
R59897	57895	5053
R59898	58597	5053
R59899	58918	5053
R59900	59718	5053
R59901	61030	5161
R59902	62728	5209
R59903	64009	5230
R59904	65212	5280
R59905	65972	5280
R59906	66392	5280
R59907	67119	5280
R59908	67924	5333
R59909	68608	5370
R59910	69297	5411
R59911	69996	5420
R59912	70366	5420
R59913	70681	5420
R59914	70932	5420
R59915	71210	5447
R59916	71747	5482
R59917	72082	5500
R59918	72459	5526
R59919	72773	5526
R59920	72879	5526
R59921	73049	5526
R59922	73364	5545
R59923	73663	5572
R59924	73936	5593
R59925	74235	5619
R59926	74435	5619
R59927	74545	5619
R59928	74676	5619
R59929	74902	5646
R59930	75199	5667
R59931	75419	5676
R59932	75681	5697
R59933	75819	5697
R59934	75861	5697
R59935	75932	5697
R59936	76215	5702
R59937	76516	5730
R59938	76818	5739
R59939	77076	5743
R59940	77379	5743
R59941	77417	5743
R59942	77582	5743
R59943	77916	5747
R59944	78341	5760
R59945	78719	5766
R59946	79099	5763
R59947	79359	5763
R59948	79432	5763
R59949	79628	5763
R59950	80045	5770
R59951	80489	5774
R59952	80851	5776
R59953	81195	5783
R59954	81421	5783
R59955	81484	5783
R59956	81658	5783
R59957	81972	5790
R59958	82323	5802
R59959	82656	5805
R59960	82954	5810
R59961	83114	5810
R59962	83171	5810
R59963	83353	5810
R59964	83578	5814
R59965	83824	5817
R59966	83958	5820
R59967	83958	5821
R59968	83958	5821
R59969	83958	5821
R59970	84379	5821
R59971	84521	5813
R59972	84532	5820
R59973	84729	5832
R59974	84985	5835
R59975	84985	5835
R59976	84985	5835
R59977	85558	5835
R59978	85707	5838
R59979	85880	5842
R59980	86194	5843
R59981	86505	5846
R59982	86505	5846
R59983	86505	5846
R59984	86505	5846
R59985	87345	5846
R59986	87575	5860
R59987	87885	5864
R59988	88237	5865
R59989	88237	5865
R59990	88237	5865
R59991	88237	5865
R59992	89436	5865
R59993	89756	5876
R59994	90289	5878
R59995	90923	5880
R59996	90923	5880
R59997	90923	5880
R59998	90923	5880
R59999	92466	5880
R60000	92863	5893
R60001	93615	5893
R60002	94283	5895
R60003	94283	5895
R60004	94283	5895
R60005	94283	5895
R60006	96145	5895
R60007	96677	5892
R60008	97532	5892
R60009	98451	5894
R60010	98451	5894
R60011	98451	5894
R60012	98451	5894
R60013	100654	5894
R60014	101332	5907
R60015	102407	5910
R60016	103200	5918
R60017	103200	5918
R60018	103200	5918
R60019	103200	5918
R60020	106380	5918
R60021	107355	5929
R60022	108969	5930
R60023	110594	5933
R60024	110594	5933
R60025	110594	5933
R60026	110594	5933
R60027	115785	5933
R60028	117913	5927
R60029	121167	5934
R60030	124355	5938
R60031	124355	5938
R60032	124355	5938
R60033	124355	5938
R60034	134532	5938
R60035	137730	5997
R60036	141764	6002
R60037	146461	6022
R60038	146461	6022
R60039	146461	6022
R60040	146461	6022
R60041	162240	6022
R60042	166707	6082
R60043	171365	6122
R60044	177355	6164
R60045	177355	6164
R60046	177355	6164
R60047	177355	6164
R60048	192439	6164
R60049	196446	6321
R60050	201055	6340
R60051	208295	6406
R60052	208295	6406
R60053	208295	6406
R60054	208295	6406
R60055	225560	6406
R60056	230514	6555
R60057	236355	6622
R60058	243129	6681
R60059	243129	6681
R60060	243129	6681
R60061	243129	6681
R60062	260758	6681
R60063	266158	6972
R60064	272643	7007
R60065	278912	7067
R60066	278912	7067
R60067	278912	7067
R60068	278912	7067
R60069	297732	7067
R60070	304793	7296
R60071	312728	7354
R60072	320098	7514
R60073	320098	7514
R60074	320098	7514
R60075	320098	7514
R60076	341029	7514
R60077	348585	7802
R60078	357466	7893
R60079	367120	7993
R60080	367120	7993
R60081	367120	7993
R60082	367120	7993
R60083	389439	7993
R60084	396048	8279
R60085	396048	8279
R60086	396048	8279
R60087	396048	8279
R60088	396048	8279
R60089	396048	8279
R60090	428533	8279
R60091	437379	8727
R60092	437379	8727
R60093	437379	8727
R60094	437379	8727
R60095	437379	8727
R60096	437379	8727
R60097	469748	8965
R60098	469748	8965
R60099	482284	9262
R60100	489471	9433
R60101	489471	9433
R60102	489471	9433
R60103	489471	9433
R60104	506866	9433
R60105	512203	9834
R60106	518783	10185
R60107	523486	10323
R60108	523486	10323
R60109	523486	10323
R60110	523486	10323
R60111	533265	10323
R60112	537967	10797
R60113	542952	10921
R60114	547166	11005
R60115	547166	11005
R60116	547166	11005
R60117	547166	11005
R60118	556289	11247
R60119	560472	11425
R60120	564557	11520
R60121	566957	11591
R60122	566957	11591
R60123	566957	11591
R60124	566957	11591
R60125	576606	11815
R60126	580916	11939
R60127	584674	12028
R60128	588062	12115
R60129	588062	12115
R60130	588062	12115
R60131	588062	12115
R60132	596174	12188
R60133	600244	12326
R60134	604577	12370
R60135	608411	12428
R60136	608411	12428
R60137	608411	12428
R60138	608411	12428
R60139	617869	12487
R60140	622102	12569
R60141	627022	12598
R60142	631166	12649
R60143	631166	12649
R60144	631166	12649
R60145	631166	12649
R60146	642099	12713
R60147	647470	12793
R60148	652465	12798
R60149	657309	12826
R60150	657309	12826
R60151	657309	12826
R60152	657309	12826
R60153	669113	12882
R60154	675292	12964
R60155	680130	12977
R60156	684961	13003
R60157	684961	13003
R60158		
R60159		
R60160		
R60161		
R60162		
R60163		
R60164		
R60165		
R60166		
R60167		
R60168		
R60169		
R60170		
R60171		
R60172		
R60173		
R60174		
R60175		
R60176		
R60177		
R60178		
R60179		
R60180		
R60181		
R60182		
R60183		
R60184		
R60185		
R60186		
R60187		
R60188		
R60189		
R60190	1	
R60191	1	
R60192	8	
R60193	8	
R60194	18	
R60195	27	
R60196	42	
R60197	56	
R60198	90	
R60199	114	1
R60200	214	1
R60201	268	1
R60202	337	2
R60203	374	2
R60204	491	3
R60205	652	4
R60206	652	4
R60207	1139	11
R60208	1359	13
R60209	2200	14
R60210	2200	14
R60211	2700	27
R60212	3028	28
R60213	4075	41
R60214	5294	54
R60215	6575	75
R60216	7474	98
R60217	8795	120
R60218	9877	122
R60219	10897	153
R60220	11811	191
R60221	12928	231
R60222	14076	264
R60223	14829	300
R60224	15922	359
R60225	16605	433
R60226	17768	488
R60227	18827	536
R60228	19606	591
R60229	20505	666
R60230	21100	715
R60231	21657	765
R60232	22253	821
R60233	23280	895
R60234	24051	948
R60235	24551	1002
R60236	25107	1036
R60237	25415	1106
R60238	25688	1138
R60239	25936	1174
R60240	26336	1239
R60241	26732	1281
R60242	27078	1327
R60243	27404	1368
R60244	27740	1393
R60245	27944	1429
R60246	28063	1478
R60247	28268	1509
R60248	28496	1549
R60249	28677	1589
R60250	28894	1599
R60251	29061	1610
R60252	29164	1665
R60253	29264	1699
R60254	29407	1716
R60255	29586	1737
R60256	29705	1754
R60257	29817	1762
R60258	29905	1762
R60259	29981	1784
R60260	30009	1795
R60261	30060	1805
R60262	30126	1810
R60263	30207	1823
R60264	30251	1830
R60265	30305	1833
R60266	30344	1845
R60267	30380	1867
R60268	30413	1870
R60269	30463	1872
R60270	30514	1878
R60271	30572	1879
R60272	30587	1881
R60273	30597	1886
R60274	30618	1891
R60275	30658	1892
R60276	30694	1898
R60277	30707	1903
R60278	30725	1905
R60279	30736	1906
R60280	30746	1913
R60281	30761	1915
R60282	30776	1917
R60283	30796	1919
R60284	30828	1919
R60285	30845	1919
R60286	30862	1920
R60287	30871	1920
R60288	30874	1920
R60289	30893	1921
R60290	30913	1921
R60291	30936	1921
R60292	30956	1921
R60293	30965	1921
R60294	30972	1923
R60295	30988	1934
R60296	31011	1936
R60297	31044	1937
R60298	31063	1938
R60299	31094	1938
R60300	31117	1938
R60301	31131	1939
R60302	31154	1954
R60303	31187	1956
R60304	31200	1956
R60305	31235	1956
R60306	31243	1956
R60307	31292	1956
R60308	31310	1956
R60309	31332	1956
R60310	31376	1958
R60311	31428	1958
R60312	31486	1962
R60313	31555	1962
R60314	31617	1962
R60315	31652	1962
R60316	31714	1963
R60317	31851	1965
R60318	31967	1965
R60319	32101	1965
R60320	32198	1965
R60321	32268	1965
R60322	32315	1965
R60323	32369	1966
R60324	32498	1966
R60325	32586	1966
R60326	32690	1966
R60327	32817	1968
R60328	32883	1968
R60329	32946	1968
R60330	33016	1968
R60331	33148	1968
R60332	33290	1969
R60333	33382	1969
R60334	33492	1969
R60335	33591	1969
R60336	33634	1971
R60337	33742	1972
R60338	33883	1972
R60339	34000	1975
R60340	34154	1977
R60341	34302	1977
R60342	34412	1977
R60343	34477	1978
R60344	34609	1978
R60345	34802	1979
R60346	35022	1980
R60347	35232	1981
R60348	35412	1981
R60349	35550	1981
R60350	35616	1981
R60351	35746	1981
R60352	35927	1984
R60353	36108	1985
R60354	36269	1986
R60355	36451	1986
R60356	36603	1986
R60357	36708	1987
R60358	36895	1990
R60359	37169	1991
R60360	37403	1991
R60361	37671	1991
R60362	37924	1991
R60363	38124	1991
R60364	38252	1991
R60365	38449	1992
R60366	38760	1996
R60367	39026	1998
R60368	39332	2000
R60369	39627	2000
R60370	39903	2001
R60371	40060	2001
R60372	40262	2002
R60373	40645	2003
R60374	41006	2003
R60375	41346	2004
R60376	41722	2005
R60377	42014	2005
R60378	42177	2006
R60379	42393	2011
R60380	42763	2011
R60381	43127	2013
R60382	43532	2013
R60383	43957	2013
R60384	44401	2013
R60385	44592	2014
R60386	44837	2018
R60387	45306	2019
R60388	45711	2020
R60389	46239	2020
R60390	46704	2020
R60391	47179	2021
R60392	47436	2025
R60393	47751	2028
R60394	48265	2039
R60395	48795	2042
R60396	49283	2045
R60397	49283	2045
R60398	49283	2045
R60399	50378	2050
R60400	50664	2054
R60401	51101	2060
R60402	51492	2061
R60403	51864	2064
R60404	51864	2064
R60405	51864	2064
R60406	52646	2065
R60407	52871	2069
R60408	53282	2074
R60409	53832	2074
R60410	54384	2075
R60411	54384	2076
R60412	54384	2077
R60413	55932	2078
R60414	56632	2081
R60415	57709	2082
R60416	58881	2087
R60417	60368	2088
R60418	60368	2088
R60419	60368	2088
R60420	64436	2096
R60421	65881	2103
R60422	68704	2109
R60423	71317	2115
R60424	74422	2122
R60425	74422	2122
R60426	74422	2123
R60427	83159	2138
R60428	86167	2145
R60429	91763	2039
R60430	97019	2046
R60431	103653	2067
R60432	103653	2081
R60433	103653	2083
R60434	121093	2111
R60435	127042	2147
R60436	135658	2158
R60437	145044	2200
R60438	154251	2277
R60439	154251	2297
R60440	154251	2326
R60441	176177	2404
R60442	182303	2471
R60443	192376	2555
R60444	202504	2628
R60445	211913	2710
R60446	211913	2749
R60447	211913	2772
R60448	229222	2902
R60449	235202	3013
R60450	243472	3113
R60451	250396	3216
R60452	257135	3315
R60453	257135	3351
R60454	257135	3369
R60455	269974	3536
R60456	274534	3664
R60457	280648	3765
R60458	285655	3879
R60459	290601	3992
R60460	290601	4031
R60461	290601	4056
R60462	300352	4222
R60463	304593	4308
R60464	309469	4393
R60465	313978	4509
R60466	318290	4571
R60467	318290	4621
R60468	318290	4650
R60469	327072	4815
R60470	330874	4940
R60471	335660	5045
R60472	340115	5181
R60473	344497	5293
R60474	344497	5324
R60475	344497	5349
R60476	354306	5495
R60477	358568	5593
R60478	363654	5710
R60479	368695	5824
R60480	373831	5928
R60481	373831	5976
R60482	373831	5985
R60483	384557	6154
R60484	388828	6266
R60485	394453	6379
R60486	399511	6487
R60487	403989	6561
R60488	403989	6602
R60489	403989	6622
R60490	413991	6781
R60491	418266	6924
R60492	423299	7029
R60493	428197	7098
R60494	428197	7159
R60495	428197	7193
R60496	428197	7210
R60497	438284	7362
R60498	442481	7493
R60499	447905	7594
R60500	452296	7645
R60501	452296	7704
R60502	452296	7729
R60503	452296	7747
R60504	461961	7918
R60505	465981	8018
R60506	470789	8109
R60507	474764	8178
R60508	477983	8230
R60509	477983	8253
R60510	477983	8267
R60511	484506	8364
R60512	487357	8470
R60513	490358	8521
R60514	492832	8586
R60515	495228	8646
R60516	495228	8675
R60517	495228	8682
R60518	499931	8792
R60519	502191	8859
R60520	504918	8924
R60521	507123	8971
R60522	509279	9034
R60523	509279	9050
R60524	509279	9065
R60525	513599	9146
R60526	515483	9204
R60527	517705	9260
R60528	519404	9308
R60529	521320	9354
R60530	521320	9370
R60531	521320	9381
R60532	525095	9452
R60533	526728	9489
R60534	528524	9530
R60535	530289	9556
R60536	531873	9584
R60537	531873	9606
R60538	531873	9613
R60539	535153	9651
R60540	536516	9687
R60541	538118	9711
R60542	539474	9729
R60543	540727	9747
R60544	540727	9755
R60545	540727	9765
R60546	543207	9776
R60547	544282	9817
R60548	545535	9849
R60549	546754	9876
R60550	547775	9883
R60551	547775	9886
R60552	547775	9887
R60553	550224	9907
R60554	551355	9930
R60555	552698	9942
R60556	553867	9954
R60557	554932	9961
R60558	554932	9966
R60559	554932	9966
R60560	557492	9988
R60561	558622	10005
R60562	559845	10014
R60563	561068	10022
R60564	562290	10041
R60565	562290	10046
R60566	1	
R60567	1	
R60568	1	
R60569	5	
R60570	5	
R60571	5	
R60572	5	
R60573	9	1
R60574	10	2
R60575	10	2
R60576	10	2
R60577	16	2
R60578	16	2
R60579	16	2
R60580	19	2
R60581	19	2
R60582	19	2
R60583	19	2
R60584	19	2
R60585	19	2
R60586	25	2
R60587	25	2
R60588	25	2
R60589	29	2
R60590	33	2
R60591	33	2
R60592	38	2
R60593	38	2
R60594	39	3
R60595	39	3
R60596	42	3
R60597	42	3
R60598	42	3
R60599	42	3
R60600	42	3
R60601	43	3
R60602	43	3
R60603	43	3
R60604	43	3
R60605	43	3
R60606	44	3
R60607	44	3
R60608	44	3
R60609	44	3
R60610	44	3
R60611	45	3
R60612	45	3
R60613	47	3
R60614	47	3
R60615	47	3
R60616	47	3
R60617	47	3
R60618	48	3
R60619	48	3
R60620	50	3
R60621	51	3
R60622	58	3
R60623	58	3
R60624	58	3
R60625	58	3
R60626	58	3
R60627	59	4
R60628	70	4
R60629	86	4
R60630	106	4
R60631	121	4
R60632	121	4
R60633	122	4
R60634	122	4
R60635	122	4
R60636	122	5
R60637	123	5
R60638	123	6
R60639	123	6
R60640	124	6
R60641	124	6
R60642	125	6
R60643	141	6
R60644	144	6
R60645	146	6
R60646	152	6
R60647	164	6
R60648	164	6
R60649	170	6
R60650	177	6
R60651	177	6
R60652	177	6
R60653	178	7
R60654	187	7
R60655	187	7
R60656	198	7
R60657	204	7
R60658	219	7
R60659	231	7
R60660	231	7
R60661	242	7
R60662	255	8
R60663	256	9
R60664	256	9
R60665	269	9
R60666	279	9
R60667	293	9
R60668	312	9
R60669	328	10
R60670	338	10
R60671	358	13
R60672	372	14
R60673	372	14
R60674	372	14
R60675	372	14
R60676	394	16
R60677	394	16
R60678	394	16
R60679	417	19
R60680	439	21
R60681	458	22
R60682	477	22
R60683	496	25
R60684	496	25
R60685	496	25
R60686	522	29
R60687	540	31
R60688	561	32
R60689	584	35
R60690	608	35
R60691	627	36
R60692	650	38
R60693	674	40
R60694	694	40
R60695	717	40
R60696	738	41
R60697	757	43
R60698	780	43
R60699	809	44
R60700	847	46
R60701	892	46
R60702	944	48
R60703	999	48
R60704	1060	48
R60705	1125	50
R60706	1188	52
R60707	1255	52
R60708	1327	53
R60709	1327	53
R60710	1432	55
R60711	1515	58
R60712	1593	60
R60713	1677	64
R60714	1764	68
R60715	1844	73
R60716	1927	78
R60717	2008	82
R60718	2073	83
R60719	2143	85
R60720	2217	89
R60721	2293	92
R60722	2365	95
R60723	2440	98
R60724	2504	100
R60725	2563	103
R60726	2628	106
R60727	2703	109
R60728	2765	112
R60729	2830	116
R60730	2898	120
R60731	2973	124
R60732	3041	127
R60733	3104	130
R60734	3171	134
R60735	3229	137
R60736	3289	140
R60737	3351	143
R60738	3416	147
R60739	3476	150
R60740	3506	152
R60741	3540	155
R60742	3576	157
R60743	3614	160
R60744	3654	163
R60745	3691	165
R60746	3731	168
R60747	3765	170
R60748	3800	172
R60749	3833	175
R60750	3877	178
R60751	3924	181
R60752	3966	183
R60753	4001	185
R60754	4038	188
R60755	4072	192
R60756	4102	194
R60757	4148	197
R60758	4200	200
R60759	4247	202
R60760	4289	203
R60761	4329	204
R60762	4366	205
R60763	4411	207
R60764	4457	209
R60765	4504	212
R60766	4566	215
R60767	4616	218
R60768	4673	221
R60769	4718	224
R60770	4774	228
R60771	4826	231
R60772	4883	234
R60773	4931	238
R60774	4987	241
R60775	5033	245
R60776	5077	248
R60777	5134	251
R60778	5180	254
R60779	5224	257
R60780	5267	260
R60781	5319	264
R60782	5359	267
R60783	5408	269
R60784	5461	272
R60785	5528	275
R60786	5580	278
R60787	5633	281
R60788	5683	285
R60789	5728	288
R60790	5789	292
R60791	5843	295
R60792	5888	298
R60793	5964	301
R60794	6040	305
R60795	6102	309
R60796	6147	313
R60797	6215	317
R60798	6284	321
R60799	6352	325
R60800	6421	329
R60801	6486	333
R60802	6552	337
R60803	6613	341
R60804	6684	345
R60805	6759	350
R60806	6836	354
R60807	6919	358
R60808	6991	363
R60809	7079	368
R60810	7154	372
R60811	7225	376
R60812	7295	380
R60813	7369	385
R60814	7459	391
R60815	7542	399
R60816	7635	404
R60817	7715	409
R60818	7797	413
R60819	7887	417
R60820	7973	422
R60821	8059	426
R60822	8147	432
R60823	8233	437
R60824	8320	442
R60825	8403	447
R60826	8490	452
R60827	8580	458
R60828	8675	465
R60829	8787	476
R60830	8911	491
R60831	9041	506
R60832	9166	518
R60833	9302	530
R60834	9452	543
R60835	9603	554
R60836	9759	571
R60837	9928	591
R60838	10050	601
R60839	10195	610
R60840	10318	621
R60841	10442	630
R60842	10571	641
R60843	10701	652
R60844	10821	660
R60845	10932	669
R60846	11033	678
R60847	11138	686
R60848	11243	696
R60849	11344	704
R60850	11434	711
R60851	11526	717
R60852	11616	723
R60853	11710	729
R60854	11799	734
R60855	11890	741
R60856	11988	747
R60857	12084	755
R60858	12179	763
R60859	12274	768
R60860	12364	774
R60861	12462	781
R60862	12558	790
R60863	12660	799
R60864	12760	809
R60865	12850	817
R60866	12942	824
R60867	13036	832
R60868	13132	841
R60869	13224	850
R60870	13313	858
R60871	13398	866
R60872	13479	873
R60873	13557	879
R60874	13628	885
R60875	13697	890
R60876	13762	895
R60877	13823	900
R60878	13885	906
R60879	13944	911
R60880	13998	916
R60881	14048	921
R60882	14096	926
R60883	14142	929
R60884	14202	933
R60885	14267	938
R60886	14338	943
R60887	14408	947
R60888	14477	952
R60889	14551	958
R60890	14611	961
R60891	14668	965
R60892	14724	968
R60893	14765	971
R60894	14820	975
R60895	14863	978
R60896	14906	981
R60897	14951	984
R60898	15001	987
R60899	15045	990
R60900	15094	994
R60901	15143	996
R60902	15179	998
R60903	15230	1001
R60904	15282	1004
R60905	15343	1008
R60906	15405	1014
R60907	15467	1018
R60908	15533	1023
R60909	15588	1027
R60910	15642	1032
R60911	15696	1039
R60912	15753	1045
R60913	15815	1050
R60914	15870	1054
R60915	15925	1058
R60916		
R60917		
R60918		
R60919		
R60920		
R60921		
R60922	1	
R60923	1	
R60924	3	
R60925	3	
R60926	4	
R60927	5	
R60928	8	
R60929	8	
R60930	9	
R60931	10	
R60932	10	
R60933	10	
R60934	10	
R60935	11	
R60936	11	
R60937	16	
R60938	16	
R60939	17	
R60940	18	
R60941	18	
R60942	18	
R60943	18	
R60944	18	
R60945	18	
R60946	18	
R60947	20	1
R60948	22	1
R60949	22	1
R60950	23	1
R60951	24	1
R60952	26	1
R60953	26	1
R60954	28	1
R60955	30	1
R60956	31	1
R60957	32	1
R60958	32	1
R60959	34	1
R60960	39	1
R60961	40	1
R60962	41	1
R60963	42	1
R60964	42	1
R60965	44	1
R60966	45	1
R60967	45	1
R60968	45	1
R60969	45	1
R60970	47	1
R60971	48	1
R60972	49	1
R60973	50	1
R60974	53	1
R60975	59	1
R60976	67	1
R60977	77	1
R60978	100	1
R60979	108	1
R60980	135	2
R60981	153	2
R60982	169	2
R60983	195	2
R60984	215	2
R60985	235	2
R60986	252	2
R60987	267	2
R60988	283	2
R60989	298	2
R60990	306	5
R60991	322	5
R60992	329	5
R60993	339	5
R60994	348	5
R60995	355	5
R60996	363	5
R60997	373	5
R60998	376	5
R60999	379	5
R61000	380	5
R61001	382	6
R61002	385	6
R61003	388	6
R61004	393	6
R61005	393	6
R61006	395	6
R61007	395	6
R61008	395	6
R61009	398	6
R61010	420	6
R61011	422	6
R61012	425	6
R61013	426	6
R61014	427	6
R61015	428	6
R61016	429	6
R61017	429	6
R61018	429	6
R61019	429	6
R61020	429	6
R61021	429	6
R61022	429	6
R61023	432	6
R61024	436	6
R61025	438	6
R61026	438	6
R61027	439	6
R61028	440	6
R61029	440	6
R61030	440	6
R61031	440	6
R61032	440	7
R61033	440	7
R61034	440	7
R61035	440	7
R61036	440	7
R61037	440	7
R61038	440	7
R61039	440	7
R61040	440	7
R61041	440	7
R61042	440	7
R61043	441	7
R61044	441	7
R61045	441	7
R61046	441	7
R61047	441	7
R61048	441	7
R61049	441	7
R61050	442	7
R61051	442	7
